,count,mean,std,min,25%,50%,75%,max
cat106,188318.0,6.6515149906010045,1.7571156240154928,0.0,5.0,6.0,8.0,16.0
cat107,188318.0,6.982747267919158,2.1911221061156962,0.0,5.0,7.0,9.0,19.0
cat108,188318.0,4.513567476290105,3.63881953888638,0.0,1.0,3.0,8.0,10.0
cat109,188318.0,30.811690863326927,12.590811120651455,0.0,33.0,33.0,33.0,83.0
cat110,188318.0,73.72321817351501,29.367420535292013,0.0,60.0,67.0,102.0,130.0
cat111,188318.0,1.115405856051997,1.9672991668089403,0.0,0.0,0.0,2.0,15.0
cat112,188318.0,23.923294639917586,12.955761468843532,0.0,11.0,23.0,35.0,50.0
cat113,188318.0,31.24534563875997,19.392185483519903,0.0,12.0,38.0,48.0,60.0
cat114,188318.0,1.451879268046602,2.6743265594726298,0.0,0.0,0.0,2.0,18.0
cat115,188318.0,11.805690374791576,2.460943851801136,0.0,10.0,11.0,14.0,22.0
cat116,188318.0,152.282346881339,73.9614408203272,0.0,79.0,161.0,191.0,325.0
cont1,188318.0,0.4938613645641947,0.1876401764138862,1.6e-05,0.34609,0.47578400000000004,0.623912,0.984975
cont2,188318.0,0.507188356179441,0.2072017386098137,0.001149,0.358319,0.555782,0.681761,0.862654
cont3,188318.0,0.49891845072165175,0.20210460819343737,0.002634,0.336963,0.527991,0.634224,0.9442510000000001
cont4,188318.0,0.49181230258923736,0.21129221269283563,0.176921,0.327354,0.452887,0.652072,0.954297
cont5,188318.0,0.48742772878322843,0.209026828544504,0.281143,0.281143,0.42226800000000003,0.643315,0.9836739999999999
cont6,188318.0,0.49094453373548996,0.2052725698355303,0.012683,0.33610500000000004,0.440945,0.655021,0.9971620000000001
cont7,188318.0,0.48497020506802324,0.17845016396070917,0.069503,0.350175,0.43828500000000004,0.5910449999999999,1.0
cont8,188318.0,0.4864373158699647,0.19937045456133262,0.23688,0.3128,0.44106000000000006,0.62358,0.9802
cont9,188318.0,0.48550631989507115,0.18166017135075613,8e-05,0.35896999999999996,0.44145,0.56682,0.9954
cont10,188318.0,0.4980658504232204,0.18587672593201843,0.0,0.36458,0.46119,0.61459,0.99498
cont11,188318.0,0.49351100855467883,0.20973651144747818,0.035321,0.310961,0.45720299999999997,0.678924,0.998742
cont12,188318.0,0.4931504256258032,0.20942662107602888,0.036232,0.311661,0.462286,0.675759,0.998484
cont13,188318.0,0.4931376158359797,0.21277724232240963,0.00022799999999999999,0.315758,0.36354699999999995,0.689974,0.9884940000000001
cont14,188318.0,0.49571701797491485,0.22248753955922576,0.179722,0.29461,0.407403,0.7246229999999999,0.8448479999999999
