,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
cat38,0.0011700699754142569,-0.0893656045310994,-0.03481344619104627,-0.17494478505654115,0.46361670932398746,-0.1591784339080609,0.01668124785274287,-0.009378589602195458,-0.09698469744153608,-0.06452132489542832,-0.07393710549009741,-0.04310455736546452,0.028462570406010034,0.025059620913060587,-0.004500848784532501,-0.022752003167708795,-0.003190798377348977,-0.00917112590031456,-0.02556298153555875,0.0034430288624238054,-0.007786754321446677,0.003107503730981968,-0.1067841124249289,-0.04521975785635158,-0.06622637484862538,-0.06520848317496408,-0.10133050796127825,-0.0470158082284428,-0.03719538293050528,-0.0392267903958846,-0.041907201541148964,-0.019886590172208122,-0.01649802474381349,-0.014875298651023777,-0.004975569450040337,0.32472123537326597,0.18666581280238118,1.0,0.2967995337411022,0.13056203460434046,0.15368169107699814,0.05862993406729755,0.057568234665486266,0.4665311132481861,0.03866554394374215,0.15263955175100274,0.07305054232159655,0.06343313176189175,-0.06948535590427275,-0.1535856847246282,-0.02038877329033945,-0.045494694601784694,-0.08400070295104077,-0.04160642380062914,-0.006754721662168671,-0.00531022379160915,0.018828912066151213,0.0073760480119651394,0.0034221230733934255,-0.0036226767523132204,0.0034735843815015565,0.0005259165830296834,0.0008882407675074749,0.0036382601986540758,0.0038587530494745377,-0.021674014134536953,0.010840793854813884,0.014567075487204378,0.026676254504085617,-0.0037017424198840876,-0.006277434178099997,-0.0022717112094559366,0.021306340543325683,0.023424846322807526,-0.0007643086570455532,0.03984144526681659,0.01768932342297915,0.014861969043642849,0.01378577118718494,-0.007312738351666928,-0.23092846718606674,0.0016533288634332686,0.006111484796304128,0.015281834619130243,0.006269371336242786,0.008927495392688261,-0.001561008820174399,0.00472545477374204,0.01668216863551028,-0.03002727881956041,-0.013252670313049754,0.01879840255714096,0.004958417619717155,-0.005395363037789474,-0.0031207447907635622,-0.0017564298032295316,-0.0014651891542786738,0.0098352425465291,0.0004772268627663575,-0.04309567423896913,-0.07060984180680352,-0.007132600867680372,0.661165568303919,0.006485196570370189,-0.011616517925482876,-0.004691698679265646,0.0012692048565479182,0.00355575889266609,-0.009297730022516191,0.006113795355746614,-0.14099806604057344,-0.014868984233228234,0.00910247435482543,-0.14021148830802327,0.003997486479752938,0.0045559062925064646,0.0140744664374062,0.0013264382020645028,-0.01074369002173993,0.016722968868877783,0.003433555922596615,0.010266658357337763,-0.0076135515313469305,0.007216297546601249,0.010779568841425339,0.019121707624888042,0.0007461236850799586,0.0006460564894611893,0.011389386909612675,-0.01725501908544646,0.0956741974299483
cat39,-0.016103832712133143,-0.038944118035060954,-0.02660618516259108,-0.08680665551766314,0.22683452082387373,-0.07320747584057372,-0.004024999239240733,-0.00011739975736041186,-0.05289607133582525,-0.04295676016573803,-0.043990086586723806,-0.028521866343478034,0.0064360879866416365,0.04154195410838586,-0.0022021377935855907,-0.02142730129116132,-0.0073024981583207325,-0.007286800835230226,-0.010333754641344632,0.002695557488021566,-0.003414962557846089,-0.000274313648851989,-0.056388920046867776,-0.024687374664799554,-0.0395936345865242,-0.03389070955984584,-0.048076944512659515,-0.023664763450767064,-0.018260981913570912,-0.018830758973936938,-0.001724754467957089,-0.010269820524135042,-0.007032395374669896,-0.00734469536468129,-0.004524502876205672,0.15990606561604928,0.08912271359021959,0.2967995337411022,1.0,0.05814175021328595,0.08644939998018715,0.02560314858132305,0.0312809019379301,0.15486618378257633,0.021727631038806417,0.185158669913511,0.06647758038383801,0.029042781913185805,-0.03295074959714759,-0.0735216712631319,-0.008866679274964444,-0.013467127596628123,-0.040586582557771374,-0.019956217504522204,-0.000950226746886242,0.00025725063432826894,-0.006363944282234254,0.0044389408673738825,0.0001286771968575814,0.00022997330332290533,0.003293937056385764,-0.0003807507293055813,0.003142487219145715,0.003730210601098079,0.0008683366894826959,-0.013751906741663092,0.01699379117356571,0.042773776952667805,0.023069968731819393,-0.0018111576894029185,0.005736193053958783,-0.024000744990981315,0.019863016826579264,0.020109588917937862,0.005751586033702147,0.06890296644537314,0.00855402264052031,0.014281889615275923,-0.01084226678882464,0.005804583699549925,-0.048775034472747766,0.00610789839717817,0.008851291903013455,0.008957183606817729,0.0023940504323395834,-0.019598933138505924,-0.02016015083986851,-0.004056047819595774,-0.0019377284673576642,-0.023730712880340638,0.0018562334359883402,0.03244582297888521,-0.004648374062366462,-0.007508938105281853,0.008854880188225698,-0.005557177043845161,-0.0010476943988219642,-0.020584474019791337,-0.013555923525661087,-0.01717409210603961,-0.04348444239865468,0.0014816596396875351,0.38386916907298185,-0.0011178189104681488,-0.0028067338302170757,0.001501472760980529,-0.02185294710743795,-0.023604127745071472,-0.007091973293830791,0.003440045214161857,-0.07053606662439935,-0.007119874900682211,0.008213223422190469,-0.06514046167390103,-0.01925407220646476,-0.003107605347192733,0.0043521757983672835,-0.01149918602492274,-0.006080731078193128,0.009842133785801522,0.005186639084483194,-0.00892666804834863,-0.00573535431141269,-0.010311479242105244,-0.0028328122874673027,-0.0030930666141794475,-0.008202656234132966,-0.0070123761939810784,-0.016943561608434382,-0.017351543379402614,0.01618058314609419
cat40,-0.08396989269166974,0.04266314936016022,0.00439746364646516,-0.06748433004281364,0.295323555257486,-0.11317380686723741,0.04815082599756969,0.12206545995445336,0.035817304741063274,-0.0007037820448171425,-0.03027624595738666,0.0053352023630575006,0.08559674176854425,0.026395853149983443,-0.0028670378741582083,0.002440803502387166,0.017229068178126507,0.018750153533559317,-0.010065058246366217,0.004048799825517921,-0.002770913546611356,0.0019424847393454897,-0.04717345310144317,0.0216281345178623,-0.0443025356352599,-0.042205441990136205,-0.06094992379191863,0.08243166793627625,0.017720019155958694,-0.0053340830844191564,-0.02170180860359278,-0.01455998365822577,-0.00792890518270817,-0.007219604741570285,-0.005631076764983769,0.2646299560097441,-0.012452648473544882,0.13056203460434046,0.05814175021328595,1.0,0.5331150453664218,0.0036377809446403258,0.1151051024355269,0.021496853200807572,0.19983352247172095,0.035292234552586565,0.02071560086278037,0.02086864885372855,-0.042410426853706995,-0.10669115372526984,-0.014210849757801227,-0.035939269266377666,-0.05504662100457046,-0.025295568921506355,-0.004046227359009469,-0.0032861005548843014,0.03446495686681949,0.009936254330513712,0.0032223566584770823,0.007806404306075513,0.04529229531839435,0.001752239113671871,0.0007122521949343739,0.006513222792964059,0.05649703910627347,0.12373903682425122,-0.001345381579659015,0.01309899032050782,0.0016988548497051785,-0.0023580076172872865,0.008829946892477394,0.020812445098313447,-0.06316646060689941,0.057945312622480837,-0.0016786023012071113,0.005850004686597563,0.010029054849139045,0.019605400262741525,0.19989515236418187,-0.2313859003030205,-0.06960886416487438,-0.01891133344050627,-0.0074564522070425165,0.0373569704886679,0.020853365170059503,-0.025358492345564053,0.08296861242838699,-0.010413705811336875,0.047053583468285656,0.008709580870561773,-0.01596691989874007,0.08933231341706688,-0.028083687602256192,0.004947212874410996,0.00031886825885155346,-0.0017572008657370092,0.001811457602798729,-0.027106024941811458,-0.027301115716943037,-0.06706437180001171,0.027414644081674155,0.11568999338552664,0.4456968228517843,-0.014812933964103062,0.015328505174636119,0.0141908931893566,-0.009376724817255627,-0.014100354046601943,-0.011053071297083786,-0.0013208558775314563,-0.04400997198442957,-0.010307954659407504,0.01052224508959671,-0.09587229984620539,-0.018566412047332156,-0.014469085864292726,-0.021405245136277274,0.01347582148736131,0.01629340786117128,0.008125388866231924,0.0010666902575952716,-0.02194707001162563,-0.006894707563979924,0.005411868416768192,-0.016452076581202433,-0.02405015199594948,-0.006098735313499983,-0.006389133803564918,-0.024212092721605825,-0.004868938769919053,0.12518099623227466
cat41,-0.06546955388153601,0.027595053887847304,-0.003361319425517333,-0.07999882899997084,0.2748054825063561,-0.10684004985274274,0.02953712873256436,0.08841363677119891,0.020809077547643797,-0.01121486936353317,-0.035486495675077265,-0.003138388278511654,0.07796907040269967,0.013648858814942669,-0.0005985879859470321,-0.006184203903228536,0.015848841635488605,0.016006977928741364,-0.010993559225781458,0.008674933924640534,-0.004552998191228372,0.004359901936575048,-0.051417146154557766,0.051716696712668236,-0.04554286272680625,-0.040634410561336966,-0.0583835518902121,0.0176443678217855,-0.0010485385217851777,0.004713117654041136,-0.021847513124844443,-0.014580597987233629,-0.007541933763060661,-0.007572835979446922,-0.003372135578166853,0.2693156592274871,0.00576964503080868,0.15368169107699814,0.08644939998018715,0.5331150453664218,1.0,0.003157342609316928,0.18253653864699798,0.0408846165096296,0.12931602319245872,0.048681780003397845,0.024843309396123826,0.023408309826474794,-0.039809319306176705,-0.10145994865919652,-0.015523491533122631,-0.03240616701308434,-0.05156605662582242,-0.02329873803825922,-0.004508736135252029,-0.005280144567630142,0.018010976375261455,0.008540741807375985,0.0011321249839293978,0.009201464005805992,0.03222002100731812,0.0041255231262375385,0.002721204512878686,0.0056633632036580195,0.04369787149696814,0.08487067797496581,-0.0010294851649022062,0.021892595368763274,0.0064492676410999065,-0.0021941812953501995,0.004312443588040775,0.013908276497463234,-0.04379029452326784,0.05090223239988618,-0.004172073635094007,0.004927497391871681,0.010679322168020776,0.012661593277126147,0.13206488993035512,-0.1563134216610538,-0.06432409812958195,-0.009250284579729746,-0.0029584637177305956,0.015184877521509129,0.016643829442471888,-0.028658004869757468,0.05275693956989873,-0.016813543570165977,0.03036305399691139,0.001490122751121716,0.002594342915711219,0.07699536518110912,-0.017775171367103333,0.009890335452937046,0.007080394678055752,0.0030744382798692876,-0.0009024906897137059,-0.02749375418710367,-0.02417786762327601,-0.0568294709091683,0.012988711732154318,0.08192508522120241,0.46240121526854683,-0.017847740989934618,0.016901002757382277,0.014026971416782455,-0.010186146917584247,-0.015077227426374191,-0.0097184237914318,-0.0019089859805124945,-0.053123306991617505,-0.011601203545824603,0.0028715833983066065,-0.09041045148939106,-0.022113411184205883,-0.01644016516970637,-0.02423813255631263,0.017322104958054002,0.02107013198384928,0.0035341094639254086,0.0012062946951553416,-0.023739105221440265,-0.006138256711327531,-0.0034832298933985414,-0.02141264196038213,-0.022568042230038814,-0.0070702281323931585,-0.007300607293940753,-0.026798532450197053,-0.006782471268386204,0.08661754272478867
cat42,0.011719167465493929,-0.05621433928002568,-0.011591835470595033,-0.042050437678262303,0.1319166689773027,0.0105856692093986,-0.005540344368957454,0.0006211947752112235,-0.05462549259593386,-0.030763922449639883,-0.02805938471431953,-0.031452566232797644,-0.019801030478305497,0.005404410239964698,-0.0012806634603222396,-0.016440626202012747,-0.007296607866541501,9.054277102746537e-05,0.007338192181252934,-0.001429166033638193,-0.0008621496147022484,-0.0014402575736724,-0.035063571613130604,-0.014672871529810847,-0.023539412298195853,-0.01802050099232683,-0.02434938959394155,-0.014611027109712712,-0.007077490793668849,-0.008682511016044784,-0.013567239379666527,0.0886998292091884,-0.0044389283174291454,-0.002281749585059491,0.010175156546057839,0.005828000644030789,0.10498761514696507,0.05862993406729755,0.02560314858132305,0.0036377809446403258,0.003157342609316928,1.0,0.04341385149604736,0.09333102960076434,0.04092357638878195,0.023932024678456412,0.0071004046400419685,0.11102688425061141,-0.011410366908499493,-0.006641963172750219,0.001231266253638406,0.04277368969755917,0.014718591781107022,-0.00036862109442974334,0.08046303075496189,0.062176962152583636,-0.008143679130429283,-0.00023874576353415474,0.003242278973152385,-0.0023299997657655024,0.001366032201637301,-0.0014733790946326025,0.0007933537652192071,-0.0015057729194014329,0.009104650285413848,-0.0024684480092952883,0.0035045974123365724,-0.0005696465037048844,-0.0038510559301265443,0.014210501396046286,0.039977611961370396,-0.02082788498606426,0.010850101500244574,0.0022299560805677855,0.02658002640964546,0.0033826201406601045,0.004831732166597031,0.008122045222553779,-0.010885420953964005,0.019902687171517636,0.003571139353751385,0.0004355079917854595,0.008736808030877254,0.031564028371963496,-0.00010225137501987894,0.11644712315979779,-0.01565808422737117,0.28048693823920257,-0.005564537164881998,-0.011526246282085354,-0.029515389811346805,0.018792073310810967,-0.0020765200251500527,-0.08414208684614473,-0.07281900635364306,-0.08493224701793906,-0.025107465650854588,0.0483425942770803,0.07140203439352814,-0.0193086763340061,-0.04585101021973897,0.0011494191459084605,0.1741229451679481,0.1440063341293571,-0.011939398145799912,-0.07664724331745826,-0.0019183011636656653,0.039347524500722604,0.023878395282150813,0.015337780538500009,-0.03397064237942085,0.009456514908456703,0.07589199354087486,0.01391937306698588,0.10007861900759807,0.10914235806628066,0.17377474804131413,-0.026121573022306038,-0.10899914475400366,0.06524831322018235,-0.021465236046999445,0.12396296702353013,0.01153958482843207,0.10781786688754087,0.19613049072174596,0.12121266004556408,0.07876807361616267,0.08605280332280393,0.13117446020234877,0.017082035745237815,0.01937878096559027
cat43,-0.019627753004460232,-0.09507257180955535,-0.016684043502620267,-0.06702848456467941,0.20926499383707986,0.004991107998335031,0.01745510095454305,0.0477408350685167,-0.0910563086020207,-0.05253173992840181,-0.04498037760140907,-0.05290485334189657,-0.03705397671627807,-0.0019328815947948527,-0.002031570636291747,-0.02221843245619087,-0.0005404677509083225,-0.003510185772302424,0.007221361714063183,0.0004822828718459585,-0.00017553822174836136,0.0024709614009637984,-0.05656239217369594,0.003049163127591571,-0.03901179491435332,-0.028140804802405335,-0.03428132487906144,-0.008129434925344235,0.023934530584700527,0.05000437635230945,-0.01932731237420944,-0.005870051099193826,-0.005246849171486942,-0.0013243525305988869,-0.002949575034102304,-0.0007803127428347947,0.23024981107114914,0.057568234665486266,0.0312809019379301,0.1151051024355269,0.18253653864699798,0.04341385149604736,1.0,0.1559281551386615,0.49547246277133505,0.023306408553436252,0.055064219545714284,0.021868876057954397,-0.01790419507613686,0.004207077729947429,-0.0030407734292276353,0.02790932629040781,-0.005698418026271866,0.008463467911459304,0.0035748153716745916,0.003391422379991956,0.016146366534083474,-0.0003436065240811409,0.004771329776259909,0.0015034126003870387,0.008061400024712534,0.009284827014762354,0.0039207766960624,0.0067090918536492124,0.032140464360555704,0.04327145285125246,-0.0032436670516688003,0.0023912433114667343,0.01704500193625501,-0.0016708739980770535,0.012350169580840863,0.0019274896983102418,-0.013266547672365665,0.0299697525527468,-0.009526005428661704,0.007819919648319894,0.008634571125878333,0.007323206025573476,0.05573657113832575,-0.06363082655735879,-0.018143695184515186,0.0023297112042436254,-0.0020660831883343787,0.0072879794821725675,0.00855843086159178,-0.005023526078496922,-0.0061432925379091285,0.0033995260990968834,0.017832463376445992,-0.014010944376300877,0.003676378516845596,0.04221342599777334,-0.006481647450416484,0.01172637577897044,-0.006534699507660913,-0.008183891164967132,-0.004698862966092059,-0.007892424604768895,-0.010920564812376314,-0.035894860163026815,-0.07825787837759032,0.04506483902792048,0.3776774214885218,0.00952855181583467,0.025742440738872267,-0.011359704020654645,-0.0035810604578986657,0.0009271861767911534,0.003125687441850064,-0.0027370543510541936,-0.045776654484703506,-0.0026766383562682704,0.006094513278408856,0.002868083878175473,-0.0070125545992315375,0.009127321367312955,0.0020008353604370316,0.02114911593305768,0.015624018184695424,0.006410399785784042,0.0008063037371628055,0.007046862509716191,0.01588458372998993,0.006516797006717717,0.00730627955313293,0.006660227112115065,0.01980506302662336,0.020217337859924234,-0.0021013990987782984,0.0023117770344744447,0.047773790299650565
cat44,0.05168978582242153,-0.18762167626775222,-0.057325228956262075,-0.17480468082570144,0.41602675321379956,-0.09243558849670595,-0.0037481037105579324,-0.024021370066790552,-0.18266283149465537,-0.10977233514559527,-0.09438437751454119,-0.10491555290121136,-0.06522579311659624,-0.005754424571011089,-0.004038839560518987,-0.048362600689404844,-0.018189688007673097,-0.016213502659314684,-0.021097033761482024,-0.0028702245281362077,-0.005854514771795571,-0.0007171998555611461,-0.117897313568151,-0.04926924561772626,-0.07945879293547468,-0.05056905326654504,-0.08644420148407667,-0.05236063622502246,-0.03384112751468207,-0.03406782655830289,-0.041468232243740064,-0.018877684202040983,-0.017416505486667264,-0.01121985620534694,-0.006101940702184602,0.08418722281778493,0.40658810245176275,0.4665311132481861,0.15486618378257633,0.021496853200807572,0.0408846165096296,0.09333102960076434,0.1559281551386615,1.0,0.12002267571169006,0.09195914692095879,0.09297655028490248,0.048309874869906594,-0.0577095497599327,-0.09337282939127771,-0.012187824656601096,-0.010593884290958614,-0.05652448242694717,-0.024506198635478087,-0.004176128748153899,-0.0019085836079140793,0.0013229646077304105,-0.002056648628431445,0.0015192452996652432,-0.00711409459268742,-0.006177261443141364,0.002831407331704477,0.00419088872783537,0.003787985561052483,-0.002370457823199131,-0.03415039702669928,0.009127216738109288,0.002270588783431758,0.02844250498357214,-0.0033217609486588485,-0.0005513643196695376,-0.034645186615038535,0.04721725869700025,0.018634553849200403,-0.008355738038307577,0.01771203345556476,0.014783580169965092,0.007237964764941809,-0.035863962016696165,0.054477384925695746,-0.11682547854145936,0.01877872378942626,0.0050946838727103086,0.005509075932239314,0.0003175056820310196,0.024247964850124436,-0.05578026879636821,0.003681843596511677,-0.002304426472731552,-0.05380118846586972,-0.0004957834736023709,0.0286584515166021,0.00559661355179971,0.014086732789178753,0.03511087237721402,-0.003879305504263517,0.0004390173940042174,0.03306260360547461,0.05356873996855127,-0.04441823861885742,-0.157002436110935,-0.02010358987256939,0.5975415317936944,0.020125805023528984,-0.010311921558784236,-0.02923863728797034,0.010129719022646774,0.011426154574744616,0.00531368369342824,-0.0003120084654558353,-0.14147147919023811,-0.010026528566210407,0.000657738007597505,-0.08651297927275566,0.02215768622693081,0.019962313232445336,0.042742645203718094,0.022864349706060966,0.002784859285022099,0.006815668644942813,0.014886519023798556,0.041148508722973216,0.01601816249528066,0.015665051438357395,0.04096300797656564,0.05171731537303855,0.024551641786044787,0.02452451396527453,0.038391655241884405,-0.01249983328921593,0.04797484875476603
cat45,-0.04705159246615115,-0.08510098132869337,-0.00408500113984804,-0.052795728822911885,0.21227192878634477,0.0050177343221294015,0.028064612321508312,0.08405381597723709,-0.08219122862122566,-0.04941010847346645,-0.044569356401186484,-0.05011269916430305,-0.03309543234563141,0.002815088748879727,-0.0020607623354677567,-0.019990628989135412,-0.0004594307981010855,0.004084548575031832,0.024154234824432127,-0.002895309057388345,0.01023590085504124,2.8113134193568624e-05,-0.053452704979838915,-0.005441984526459427,-0.03795759052208563,-0.026422906600586025,-0.028727090243105262,0.013776716644800362,0.08358842759053137,0.024013075400643052,-0.018504875641523824,-0.003913005276890312,-0.006972581337874691,-0.0021790803750252456,-0.0030515939564254133,-0.00456536915096843,0.1931806654196327,0.03866554394374215,0.021727631038806417,0.19983352247172095,0.12931602319245872,0.04092357638878195,0.49547246277133505,0.12002267571169006,1.0,0.023739984581893227,0.05464349629944783,0.020475122729909905,-0.012202234607992309,0.004146788942957279,0.002336790706993475,0.033645002865222214,0.0020538104727388868,0.006762239756915902,0.007242557101846883,0.006636128706996224,0.024414806549313973,0.004488080727545005,0.015202337519152993,0.0027358329957645586,0.011705074891992184,0.00680104241054919,0.003781336868074949,0.0020643506805667587,0.05011012423243434,0.08037553398678857,0.0012299552277458235,0.0022430392004696544,0.009616034712450653,0.0015122487839852672,0.006063750313516323,0.018238898755012032,-0.03171614996856024,0.031030632257010533,-0.005665391144429039,0.011131444637535941,0.008776889354244746,0.01544929315496795,0.10898146189928502,-0.12666441475521859,-0.02961801448939967,-0.009348066233172995,-0.004986223303980484,0.024986682546505462,0.012462224535658149,-0.006721406508002181,0.012906794980519543,0.0016928831321631726,0.02825845601745677,-0.002624145963596802,-0.011737658777233125,0.04775762803860688,-0.018672324774800714,0.005386686702686581,-0.012104574590062757,-0.005040267668070367,-0.006668881124980129,-0.010892498018034928,-0.017918055051895303,-0.0415423444121262,-0.07247345938757255,0.07863756012029624,0.3577268521462981,0.00859190036172468,0.024621457238741033,-0.008413076741032616,-0.005731550460686247,-0.0004987394647425651,-0.00034393664750080306,-0.0029185387826915544,-0.034559653199855,-0.004787494864807781,0.006627612345292423,0.008438055613037725,-0.009436182861785748,0.008356659925703497,-0.0011147115805154814,0.016837739676165572,0.01110442508986527,0.007112423688012644,-0.00035148244362771683,0.0030532808320088943,0.012199891665489494,0.00655790988631477,0.003912965413433753,0.001965960909024208,0.01625503150953615,0.016926795777735964,-0.005844096982667716,-0.0015419483525743684,0.07544775484793216
cat46,-0.013148276265069913,-0.01744765981329472,-0.0066136504423787,-0.03567549476964255,0.09495223620365051,-0.03276939467510513,0.018984653852427126,0.010021320201975614,-0.02369118535146612,-0.01083300946599249,-0.015426921085340169,-0.008779020872040053,0.004553645281991971,0.03724274748782991,-0.0009218081408864615,-0.0073954329979949215,-0.00012243414091320915,0.0014835501822363822,0.000424407114897732,0.004833966299060961,0.00010921057890056214,0.004110866587591355,-0.023023480191056628,-0.007630980676351735,-0.014933035132952629,-0.01330273638302373,-0.021422413251926117,-0.00864334602909976,-0.0047176547262372925,-0.005520608363374673,-0.00843594448556545,-0.002599667860347217,0.016973302619028685,0.00456677168696247,-0.0023083274742561307,0.060072532799554275,0.040263985614369356,0.15263955175100274,0.185158669913511,0.035292234552586565,0.048681780003397845,0.023932024678456412,0.023306408553436252,0.09195914692095879,0.023739984581893227,1.0,0.15927989508449714,0.0324136123356205,-0.01373364226064101,-0.03287363870734909,-0.001764853849486486,-0.006730055055416122,-0.015619521041088338,-0.005233133309842938,-0.0019042025196572652,-0.002133573112486763,0.018473139224309137,0.010661973308310927,0.010911019727438808,0.003057895160411154,0.0032953180969377428,0.009003248356589806,0.002392775716355914,0.018610906444488706,0.003859406712651037,-0.0030409786498011193,0.017685504436601548,0.03494954768446611,0.03771261873122741,-0.0007581450658463578,0.004827406607383558,0.010327308982929165,-0.009601042171271905,0.012426806625043507,0.0051961725422676715,0.3006010644984965,-3.3408357807869016e-05,0.018472402207139818,0.015927065927459804,-0.023750599052540747,-0.0699613927332941,-0.004721513671642816,0.006602887819192508,0.0008843504346828119,0.009871868486552023,-0.00021561755624494643,0.005608966365999021,0.004083346047358285,0.022580558057195842,-0.004089165287062839,0.00437208412605142,0.016320624309984866,0.0006821876771654591,-0.00880407338690287,-0.0009539495676039075,-0.0020867544643146593,0.0036494237589854207,-0.0005291273070891135,-0.0041068596597139476,-0.010837287554930304,-0.013082752921951582,0.01348670977707685,0.21194361009007573,0.0043817123737196866,-0.004214655747366705,-0.0008691564217778451,-0.0014121222365747787,-0.0005977480601980042,-0.004607590332073323,0.002921446459502805,-0.0274676962296353,0.0008503674869219612,0.008970216399290219,-0.027586054388798652,0.001529023974863971,0.0033376271403091845,0.003865464305159596,-0.007816722536741351,-0.008466153170253928,0.011052669690982004,-0.000932224605865529,0.0024401134698822744,-0.0001073560140135887,0.005270847709767169,0.006111003208586367,0.0006508147943334904,-0.0011807078504398156,-0.000947682805938405,0.0014046405579490292,-0.0023277732264709596,0.046328570482017946
cat47,-0.0024401153841078576,-0.033036109508950945,-0.00821021721968911,-0.029402800883904453,0.08460973283950844,-0.0071845756827195115,0.010747123627316595,0.012205863272116788,-0.03363446238203751,-0.017036589256749526,-0.016915091813862766,-0.016805499474211758,-0.009298307908145606,0.0075985689965690694,-0.0008214018294672674,-0.008663078582076341,0.0022327145088983434,0.0016012725376441676,-0.0015471402926247946,0.0006378398586724086,0.002726398221095588,0.004847437124071451,-0.021414808064224418,-0.007542981140505563,-0.013320816112838784,-0.006521387266172863,-0.015175915248974504,-0.007401795742898688,8.388798293428386e-05,-0.002077894632421468,-0.007813143585471841,-0.0027357900438733465,0.0054419303236013525,0.018546436833186023,-0.0020568970117146256,0.015058861973623754,0.0920310363355773,0.07305054232159655,0.06647758038383801,0.02071560086278037,0.024843309396123826,0.0071004046400419685,0.055064219545714284,0.09297655028490248,0.05464349629944783,0.15927989508449714,1.0,0.011540889830106385,-0.006966056688289527,-0.010566708888647787,0.013286578421588896,0.012878673577474577,-0.003251919497251992,0.0028606268843976994,-0.0016967906486686241,-0.0019011774578314325,0.008848197105545009,0.007617903836471445,0.017236254400985907,0.0006095629312738337,0.0032627271614578124,0.010338041043852692,0.00726422266220665,0.015594864311248718,0.010869866488320225,-0.0025564160608017514,0.020786688701835837,0.017380814650666095,0.03211244097398419,-0.0006755654636429538,0.0031590173150305816,0.008019555628920825,-0.001090664884078309,0.006658071993855813,0.00031569439212156817,0.26785862845757497,0.003755589201728726,0.01544759102718308,0.011972826185293219,-0.014202356847900475,-0.042389701277763404,-0.0018377547118740296,-0.005946730092185363,-0.0013028093965389927,0.006310503441207911,0.007585002660067284,-0.00019077381213160086,-0.002668940658558871,0.016066258860969417,-0.004988131198583744,0.003129198614471675,0.010350517492279578,0.0005443283193220653,-0.005407952647254201,0.005819648703793733,-0.004435950402456325,0.0009590113929844471,0.011412982948542977,0.0097751325852864,-0.011561204835026354,-0.026103324406598783,0.013267158253466424,0.16845242891885254,0.00823009089040689,-0.003408756059266018,-0.008074679917028203,0.006769068143039887,0.0071407866146481576,0.0027009850952352675,0.0004959287493448007,-0.02198008245599394,-0.004833996946128864,0.006587500871483947,-0.003905081612511579,0.007802673738938681,0.008225722775783885,0.008686293312715202,-0.0010977154852647739,-0.006982881975540901,0.008582231292334349,0.0026526111612136948,0.011732681830130823,0.004055947938902332,0.006813296259900355,0.009186098019319971,0.012604151350302137,0.0059634389358574616,0.006145493654876775,0.011956193074967656,-0.0014965917355199447,0.035575661225856904
