,count,mean,std,min,25%,50%,75%,max
27,1993.0,0.29116909182137485,0.17160735516116357,0.0,0.18,0.25,0.38,1.0
28,1993.0,0.20356748620170598,0.16479349249051622,0.0,0.11,0.17,0.25,1.0
29,1993.0,0.3223331660812845,0.1954570007583325,0.0,0.19,0.28,0.4,1.0
30,1993.0,0.2847415955845459,0.19100833147176993,0.0,0.17,0.25,0.36,1.0
31,1993.0,0.38615654791771203,0.18304508074478346,0.0,0.26,0.34,0.48,1.0
32,1993.0,0.05550928248871049,0.12797289669414433,0.0,0.01,0.02,0.05,1.0
33,1993.0,0.30274962368289016,0.22820247920909534,0.0,0.11,0.25,0.45,1.0
34,1993.0,0.3156949322629203,0.21335395684875405,0.0,0.16,0.27,0.42,1.0
35,1993.0,0.3832513798294029,0.20252835968143756,0.0,0.23,0.36,0.51,1.0
36,1993.0,0.3617109884596087,0.20923947379558516,0.0,0.21,0.31,0.46,1.0
37,1993.0,0.36328148519819364,0.20191569859910588,0.0,0.22,0.32,0.48,1.0
38,1993.0,0.5012293025589563,0.17394040693589682,0.0,0.38,0.51,0.63,1.0
39,1993.0,0.3964274962368289,0.20242749181961583,0.0,0.25,0.37,0.52,1.0
40,1993.0,0.4405519317611641,0.17548955173629505,0.0,0.32,0.41,0.53,1.0
41,1993.0,0.3912343201204215,0.19897145611278633,0.0,0.24,0.37,0.51,1.0
42,1993.0,0.44130456598093326,0.1863321840032108,0.0,0.31,0.4,0.54,1.0
43,1993.0,0.46116407425990963,0.18247145805819068,0.0,0.33,0.47,0.59,1.0
44,1993.0,0.4344505770195685,0.17548129939302612,0.0,0.31,0.4,0.5,1.0
45,1993.0,0.48750125439036623,0.17518859064620168,0.0,0.36,0.5,0.62,1.0
46,1993.0,0.494194681384847,0.18361952716100394,0.0,0.36,0.5,0.63,1.0
47,1993.0,0.48774711490215755,0.15463291248453268,0.0,0.4,0.47,0.56,1.0
48,1993.0,0.6111239337681886,0.20181690077874892,0.0,0.49,0.63,0.76,1.0
49,1993.0,0.6208680381334671,0.20618985467694903,0.0,0.49,0.64,0.78,1.0
50,1993.0,0.6643000501756147,0.21847666350202577,0.0,0.53,0.7,0.84,1.0
51,1993.0,0.5830807827395885,0.19135256783712337,0.0,0.48,0.61,0.72,1.0
52,1993.0,0.5014049172102358,0.16864220673209765,0.0,0.39,0.51,0.62,1.0
53,1993.0,0.5267034621174109,0.1752843956273847,0.0,0.42,0.54,0.65,1.0
54,1993.0,0.03629202207727045,0.10869825326391414,0.0,0.0,0.01,0.02,1.0
55,1993.0,0.24969392875062718,0.2296104100643274,0.0,0.09,0.17,0.32,1.0
56,1993.0,0.030075263421976917,0.08720874852053216,0.0,0.0,0.01,0.02,1.0
57,1993.0,0.32026091319618666,0.21913194060231736,0.0,0.16,0.29,0.43,1.0
58,1993.0,0.3607225288509784,0.21092924016516512,0.0,0.2,0.34,0.48,1.0
59,1993.0,0.399212242849975,0.20145836667821926,0.0,0.25,0.39,0.53,1.0
60,1993.0,0.428038133467135,0.19488853407469453,0.0,0.28,0.43,0.56,1.0
61,1993.0,0.18145007526342197,0.23581941784461827,0.0,0.03,0.09,0.23,1.0
62,1993.0,0.18221776216758653,0.2363570548452279,0.0,0.03,0.08,0.23,1.0
63,1993.0,0.1848670346211741,0.2367621594823342,0.0,0.03,0.09,0.23,1.0
64,1993.0,0.18297039638735574,0.23484551793865888,0.0,0.03,0.09,0.23,1.0
65,1993.0,0.7858053186151531,0.22688427032364433,0.0,0.73,0.87,0.94,1.0
66,1993.0,0.15065228299046662,0.21975176762326715,0.0,0.03,0.06,0.16,1.0
67,1993.0,0.26760160561966884,0.19661637733611642,0.0,0.15,0.2,0.31,1.0
68,1993.0,0.25189663823381836,0.1907563032317113,0.0,0.14,0.19,0.29,1.0
69,1993.0,0.46213246362267935,0.16958820463525004,0.0,0.34,0.44,0.55,1.0
70,1993.0,0.4944957350727546,0.15793490063385918,0.0,0.39,0.48,0.58,1.0
71,1993.0,0.40406422478675363,0.1893426588475282,0.0,0.27,0.36,0.49,1.0
72,1993.0,0.5626191670847969,0.19713424771051388,0.0,0.44,0.56,0.7,1.0
73,1993.0,0.18627195183140993,0.2100088454368065,0.0,0.06,0.11,0.22,1.0
74,1993.0,0.4952032112393377,0.1725496010107235,0.0,0.4,0.51,0.6,1.0
75,1993.0,0.3146011038635223,0.2552118458926259,0.0,0.0,0.5,0.5,1.0
76,1993.0,0.07682890115403913,0.15050110183737464,0.0,0.01,0.03,0.07,1.0
77,1993.0,0.7196487706974412,0.1940212722514943,0.0,0.63,0.77,0.86,1.0
78,1993.0,0.5486853988961364,0.18525050301693122,0.0,0.43,0.54,0.67,1.0
79,1993.0,0.2044756648268941,0.217812090947043,0.0,0.06,0.13,0.27,1.0
80,1993.0,0.43321123933768196,0.18895220500758478,0.0,0.29,0.42,0.56,1.0
81,1993.0,0.494234821876568,0.232511020276202,0.0,0.35,0.52,0.67,1.0
82,1993.0,0.264355243351731,0.24284561808016308,0.0,0.06,0.18,0.42,1.0
83,1993.0,0.2429051680883091,0.20623206880404688,0.0,0.1,0.19,0.33,1.0
84,1993.0,0.2647917711991972,0.22443407027482332,0.0,0.09,0.18,0.4,1.0
85,1993.0,0.2635925740090316,0.23155541502187219,0.0,0.09,0.17,0.39,1.0
86,1993.0,0.26903662819869545,0.2352732222747607,0.0,0.09,0.18,0.38,1.0
87,1993.0,0.34655293527345715,0.21924022083182154,0.0,0.17,0.31,0.49,1.0
88,1993.0,0.3726141495233317,0.20921333854367433,0.0,0.2,0.33,0.52,1.0
89,1993.0,0.42312092323130956,0.24824907723118564,0.0,0.22,0.37,0.59,1.0
90,1993.0,0.3842398394380331,0.21336949840540329,0.0,0.21,0.34,0.53,1.0
91,1993.0,0.4900702458605118,0.16952447988390762,0.0,0.37,0.48,0.59,1.0
92,1993.0,0.44975915704967384,0.1873205759932788,0.0,0.32,0.45,0.58,1.0
93,1993.0,0.40363773206221776,0.19247636693523912,0.0,0.25,0.37,0.51,1.0
94,1993.0,0.029453085800301055,0.10263032625510884,0.0,0.0,0.0,0.01,1.0
95,1993.0,0.02278976417461114,0.10042402298836296,0.0,0.0,0.0,0.0,1.0
96,1993.0,0.21565479177119917,0.23114627327075193,0.0,0.06,0.13,0.28,1.0
97,1993.0,0.6087757150025087,0.20431417842706948,0.0,0.47,0.63,0.77,1.0
98,1993.0,0.5349673858504767,0.18135979970167443,0.0,0.42,0.54,0.66,1.0
99,1993.0,0.6263221274460612,0.20051983296106332,0.0,0.52,0.67,0.77,1.0
100,1993.0,0.6514701455092825,0.19825315505885918,0.0,0.56,0.7,0.79,1.0
118,1993.0,0.06524335173105872,0.10948516563068227,0.0,0.02,0.04,0.07,1.0
119,1993.0,0.23291018564977423,0.20312706090796492,0.0,0.1,0.17,0.28,1.0
120,1993.0,0.1617410938283994,0.2290986117325876,0.0,0.02,0.07,0.19,1.0
125,1993.0,0.09409934771700955,0.24037935247638026,0.0,0.0,0.0,0.0,1.0
